date,sentiment,post_count
2013-01-01,0.12079253,1
2013-01-02,0.5722104,3
2013-01-03,0.527621,2
2013-01-04,0.49194548,2
2013-01-05,0.7050492,1
2013-01-06,0.6879466,9
2013-01-07,0.5257026,1
2013-01-08,0.15618002,2
2013-01-09,0.59585506,1
2013-01-10,0.58981514,4
2013-01-11,0.38422418,2
2013-01-13,0.11330609,1
2013-01-14,0.48334822,10
2013-01-15,0.6314905,5
2013-01-16,0.55303866,1
2013-01-17,0.36044532,4
2013-01-18,0.35747564,2
2013-01-20,0.4929972,14
2013-01-21,0.65665305,2
2013-01-22,0.56266314,4
2013-01-23,0.1379848,2
2013-01-24,0.47550392,3
2013-01-25,0.35370788,9
2013-01-26,0.111988045,1
2013-01-27,0.5982976,2
2013-01-28,0.48995644,7
2013-01-29,0.38381106,4
2013-01-30,0.49325895,4
2013-01-31,0.5134697,3
2013-02-01,0.3761693,2
2013-02-02,0.6678092,1
2013-02-03,0.4756379,4
2013-02-04,0.5235475,6
2013-02-06,0.5614025,3
2013-02-07,0.44670704,7
2013-02-08,0.2664548,6
2013-02-09,0.19919404,2
2013-02-10,0.30577037,2
2013-02-11,0.44411427,2
2013-02-13,0.68494403,2
2013-02-14,0.4405717,1
2013-02-16,0.5235697,2
2013-02-17,0.41846943,4
2013-02-18,0.47860605,10
2013-02-19,0.4786394,4
2013-02-20,0.40233153,4
2013-02-22,0.47786537,7
2013-02-24,0.19000262,1
2013-02-25,0.4104219,26
2013-02-26,0.6293869,34
2013-02-27,0.61302376,3
2013-02-28,0.37257573,16
2013-03-01,0.31424516,10
2013-03-02,0.25801122,2
2013-03-03,0.6054709,1
2013-03-04,0.29041654,2
2013-03-05,0.62606204,2
2013-03-06,0.6147332,1
2013-03-07,0.21220249,6
2013-03-08,0.41952828,2
2013-03-10,0.45124117,6
2013-03-12,0.42054692,11
2013-03-13,0.39502823,2
2013-03-14,0.6445488,2
2013-03-15,0.40200365,4
2013-03-16,0.40370512,2
2013-03-17,0.44520614,1
2013-03-18,0.4391448,4
2013-03-19,0.26712307,3
2013-03-20,0.54146254,16
2013-03-21,0.3736345,3
2013-03-22,0.68789965,1
2013-03-23,0.6033343,1
2013-03-25,0.689487,1
2013-03-26,0.32202154,3
2013-03-27,0.4841826,5
2013-03-28,0.17733786,2
2013-03-29,0.45542562,1
2013-03-30,0.63254035,2
2013-03-31,0.38164604,10
2013-04-01,0.4111125,7
2013-04-02,0.5180388,7
2013-04-03,0.5149137,7
2013-04-04,0.5859583,1
2013-04-05,0.23600592,2
2013-04-06,0.46097347,1
2013-04-07,0.58321893,3
2013-04-08,0.2728716,3
2013-04-09,0.52012974,6
2013-04-10,0.35222378,1
2013-04-11,0.18950777,1
2013-04-12,0.32012802,5
2013-04-13,0.3546497,2
2013-04-15,0.48437575,3
2013-04-16,0.5955233,1
2013-04-18,0.20361364,3
2013-04-19,0.32997176,6
2013-04-20,0.25155354,1
2013-04-22,0.39516723,12
2013-04-23,0.6189523,2
2013-04-24,0.49894232,5
2013-04-25,0.30003873,3
2013-04-26,0.5963332,2
2013-04-27,0.4762001,3
2013-04-28,0.30089346,9
2013-04-29,0.29530552,2
2013-04-30,0.4937238,7
2013-05-01,0.38748357,1
2013-05-02,0.49168643,7
2013-05-03,0.3913353,2
2013-05-04,0.37834314,2
2013-05-05,0.17871611,6
2013-05-06,0.38938683,5
