date,sentiment,post_count
2025-01-01,0.6734669,263
2025-01-02,0.61782575,427
2025-01-03,0.6175311,427
2025-01-04,0.5023955,268
2025-01-05,0.5560629,277
2025-01-06,0.6604388,530
2025-01-07,0.59100103,506
2025-01-08,0.6557321,411
2025-01-09,0.6920617,498
2025-01-10,0.5882608,342
2025-01-11,0.63792455,323
2025-01-12,0.54262483,239
2025-01-13,0.41079777,308
2025-01-14,0.6888524,341
2025-01-15,0.58379036,317
2025-01-16,0.53938836,318
2025-01-17,0.55221653,410
2025-01-18,0.6196222,210
2025-01-19,0.5746136,303
2025-01-20,0.57254404,314
2025-01-21,0.67364454,423
2025-01-22,0.6549607,403
2025-01-23,0.55555993,401
2025-01-24,0.5961245,428
2025-01-25,0.54495484,300
2025-01-26,0.5307322,398
2025-01-27,0.50278765,552
2025-01-28,0.6403564,504
2025-01-29,0.5002282,435
2025-01-30,0.46110743,533
2025-01-31,0.5659605,409
2025-02-01,0.5232712,274
2025-02-02,0.65087605,325
2025-02-03,0.4637908,373
2025-02-04,0.55547506,403
2025-02-05,0.54565436,418
2025-02-06,0.57512176,425
2025-02-07,0.5935443,439
2025-02-08,0.439223,240
2025-02-09,0.6464319,294
2025-02-10,0.50796264,461
2025-02-11,0.5881015,335
2025-02-12,0.5743047,402
2025-02-13,0.608667,467
2025-02-14,0.63136697,494
2025-02-15,0.545902,232
2025-02-16,0.6059467,394
2025-02-17,0.5761247,407
2025-02-18,0.5036801,480
2025-02-19,0.5569031,343
2025-02-20,0.6004671,374
2025-02-21,0.5155876,362
2025-02-22,0.46404153,268
2025-02-23,0.44924006,260
2025-02-24,0.6080033,366
2025-02-25,0.5497586,506
2025-02-26,0.56209415,444
2025-02-27,0.5582682,414
2025-02-28,0.5845135,479
2025-03-01,0.6873984,271
2025-03-02,0.65107,205
2025-03-03,0.45275673,363
2025-03-04,0.5076803,382
2025-03-05,0.53061175,340
2025-03-06,0.5131284,299
2025-03-07,0.5394662,340
2025-03-08,0.5122824,198
2025-03-09,0.4396735,282
2025-03-10,0.39119294,352
2025-03-11,0.49507022,500
2025-03-12,0.48082656,438
2025-03-13,0.508538,471
2025-03-14,0.4080484,456
2025-03-15,0.5977347,394
2025-03-16,0.5455348,233
2025-03-17,0.4209383,377
2025-03-18,0.5507041,417
2025-03-19,0.431945,422
2025-03-20,0.41944182,390
2025-03-21,0.5590094,431
2025-03-22,0.6144248,303
2025-03-23,0.6172982,258
2025-03-24,0.472097,559
2025-03-25,0.55808693,387
2025-03-26,0.48857537,433
2025-03-27,0.5153027,342
2025-03-28,0.54089665,323
2025-03-29,0.39193508,255
2025-03-30,0.53643733,226
2025-03-31,0.51622826,399
2025-04-01,0.4607984,457
2025-04-02,0.44118044,457
2025-04-03,0.43509874,600
2025-04-04,0.33408037,768
2025-04-05,0.28587294,469
2025-04-06,0.3291179,416
2025-04-07,0.32188132,708
2025-04-08,0.36699858,538
2025-04-09,0.34433857,833
2025-04-10,0.38317445,500
2025-04-11,0.5799943,540
2025-04-12,0.33229423,274
2025-04-13,0.3271371,269
2025-04-14,0.41535977,480
2025-04-15,0.43940547,374
2025-04-16,0.43568975,471
2025-04-17,0.45286167,441
2025-04-18,0.4690667,360
2025-04-19,0.35060236,226
2025-04-20,0.44253412,248
2025-04-21,0.39199033,430
2025-04-22,0.38562205,401
2025-04-23,0.4544445,423
2025-04-24,0.41462705,547
2025-04-25,0.47161826,424
2025-04-26,0.48929656,380
2025-04-27,0.50072336,256
2025-04-28,0.47202182,373
2025-04-29,0.44233626,426
2025-04-30,0.42973155,407
2025-05-01,0.44706005,481
2025-05-02,0.55225486,410
2025-05-03,0.58732826,216
2025-05-04,0.59593034,335
2025-05-05,0.5205729,487
2025-05-06,0.50504994,409
2025-05-07,0.44482747,349
2025-05-08,0.5573874,456
2025-05-09,0.52064216,366
2025-05-10,0.46621507,234
2025-05-11,0.47770298,313
2025-05-12,0.5513408,466
2025-05-13,0.46844932,524
2025-05-14,0.5469531,468
2025-05-15,0.46566263,411
2025-05-16,0.45274487,384
2025-05-17,0.49458677,268
2025-05-18,0.33060136,274
2025-05-19,0.60394734,407
2025-05-20,0.56338733,467
2025-05-21,0.43907744,427
2025-05-22,0.44812953,470
2025-05-23,0.44746077,445
2025-05-24,0.47245362,334
2025-05-25,0.51820916,319
2025-05-26,0.43093368,223
2025-05-27,0.6136309,418
2025-05-28,0.37693316,430
2025-05-29,0.55025667,522
2025-05-30,0.51115185,332
2025-05-31,0.6392396,292
2025-06-01,0.3887872,353
2025-06-02,0.5019905,366
2025-06-03,0.60077256,451
2025-06-04,0.4918374,447
2025-06-05,0.49445507,553
2025-06-06,0.6042604,484
2025-06-07,0.49023452,309
2025-06-08,0.44611478,270
2025-06-09,0.57851803,491
2025-06-10,0.5369863,526
2025-06-11,0.4661377,511
2025-06-12,0.5190293,511
2025-06-13,0.4352686,423
2025-06-14,0.5494599,255
2025-06-15,0.45016715,283
2025-06-16,0.49099317,459
2025-06-17,0.5311517,391
2025-06-18,0.503655,383
2025-06-19,0.5147486,294
2025-06-20,0.55865663,366
2025-06-21,0.5212172,274
2025-06-22,0.47316408,233
2025-06-23,0.45116517,416
2025-06-24,0.5453248,505
2025-06-25,0.5146906,438
2025-06-26,0.508265,459
2025-06-27,0.5426366,411
2025-06-28,0.5838633,280
2025-06-29,0.6008607,371
2025-06-30,0.5630319,466
2025-07-01,0.64489245,470
2025-07-02,0.55635494,527
2025-07-03,0.5974229,230
