date,sentiment,post_count
2010-01-04,0.48082626,1
2010-01-06,0.4928726,1
2010-01-13,0.48558518,1
2010-01-15,0.48294085,1
2010-01-16,0.49360535,1
2010-01-23,0.48378873,1
2010-01-25,0.48258018,1
2010-01-26,0.5034142,1
2010-01-29,0.5068936,5
2010-02-05,0.49549383,1
2010-02-09,0.4974181,1
2010-02-10,0.4750462,1
2010-02-12,0.5007242,1
2010-03-07,0.47852024,1
2010-03-08,0.4868303,1
2010-03-13,0.49271297,1
2010-03-14,0.50429416,1
2010-03-17,0.5008684,1
2010-03-22,0.48328218,2
2010-03-25,0.49974766,1
2010-03-26,0.49605194,1
2010-03-29,0.5141044,1
2010-04-01,0.50569993,1
2010-04-02,0.49680448,1
2010-04-05,0.513586,1
2010-04-14,0.50476575,2
2010-04-16,0.52361226,3
2010-04-18,0.48069182,1
2010-04-22,0.49691367,1
2010-04-23,0.49367166,1
2010-04-29,0.494989,2
2010-05-01,0.4911986,1
2010-05-03,0.49116707,2
2010-05-05,0.49931645,2
2010-05-06,0.48566782,1
2010-05-07,0.4844976,2
2010-05-08,0.49567375,4
2010-05-09,0.5057797,1
2010-05-11,0.5020963,1
2010-05-12,0.49630237,1
2010-05-15,0.5069447,1
2010-05-17,0.4947349,3
2010-05-26,0.48524445,2
2010-05-27,0.49699962,1
2010-05-28,0.48864555,2
2010-06-02,0.4996723,1
2010-06-04,0.49014357,1
2010-06-05,0.4990815,1
2010-06-06,0.49747634,1
2010-06-07,0.49804008,2
2010-06-09,0.4993107,1
2010-06-14,0.49129614,2
2010-06-19,0.50019276,1
2010-06-20,0.48124456,1
2010-06-29,0.5088361,1
2010-07-02,0.5019322,1
2010-07-06,0.5053995,1
2010-07-14,0.5057364,1
2010-07-19,0.48927373,2
2010-07-23,0.49878788,2
2010-08-08,0.4940497,2
2010-08-10,0.49807408,1
2010-08-20,0.48962793,1
2010-08-23,0.4956443,1
2010-08-24,0.50217164,1
2010-08-26,0.4867462,1
2010-08-27,0.49010062,2
2010-08-29,0.515198,1
2010-08-30,0.49204588,3
2010-08-31,0.49914345,1
2010-09-02,0.49500585,1
2010-09-06,0.49127495,2
2010-09-07,0.49601677,2
2010-09-09,0.5080284,2
2010-09-11,0.49509746,1
2010-09-12,0.49391186,2
2010-09-13,0.4923676,3
2010-09-14,0.48490265,1
2010-09-16,0.49667692,2
2010-09-17,0.50431067,2
2010-09-19,0.48830032,2
2010-09-20,0.4948127,1
2010-09-21,0.49434042,2
2010-09-22,0.48900616,2
2010-09-25,0.4891116,1
2010-09-26,0.48798397,3
2010-09-27,0.486233,2
2010-09-28,0.5002551,2
2010-10-01,0.49491474,1
2010-10-04,0.4892484,2
2010-10-06,0.49787813,4
2010-10-08,0.49406204,1
2010-10-10,0.4828116,1
2010-10-11,0.48806238,2
2010-10-12,0.49910653,1
2010-10-13,0.49713826,1
2010-10-14,0.49148646,2
2010-10-15,0.49333438,1
2010-10-16,0.4861767,1
2010-10-17,0.49179766,1
2010-10-18,0.49097455,4
2010-10-19,0.4841083,1
2010-10-23,0.48631376,1
2010-10-25,0.4936438,2
2010-10-26,0.49533048,1
2010-10-28,0.48552686,2
2010-11-01,0.49297622,3
2010-11-02,0.49085075,5
2010-11-04,0.50206393,1
2010-11-06,0.5068062,1
2010-11-10,0.49744207,1
2010-11-15,0.49120358,3
2010-11-16,0.49264622,3
2010-11-18,0.48855639,2
2010-11-19,0.50523823,1
2010-11-20,0.49546844,2
2010-11-21,0.49589178,1
2010-11-22,0.48569357,3
2010-11-23,0.5080885,1
2010-11-24,0.51414245,1
2010-11-25,0.49751526,1
2010-11-29,0.4922303,1
2010-11-30,0.4911267,4
2010-12-01,0.49736118,2
2010-12-02,0.50257874,2
2010-12-04,0.49737376,1
2010-12-05,0.4941216,1
2010-12-07,0.49337432,4
2010-12-09,0.49157554,2
2010-12-10,0.5155958,1
2010-12-13,0.4920853,1
2010-12-14,0.49471802,1
2010-12-16,0.4849719,2
2010-12-20,0.49247745,3
2010-12-22,0.49795783,1
2010-12-24,0.502035,2
