date,weighted_sentiment,total_mentions,num_tickers,sentiment_ma7,sentiment_ma30,momentum,week,month
2023-01-01,0.883209121533178,72.0,21.0,,,,52,2023-01
2023-01-02,0.4264386802787028,210.0,32.0,,,,1,2023-01
2023-01-03,0.31018313357999205,319.0,82.0,,,,1,2023-01
2023-01-04,0.6170775048559155,349.0,70.0,,,,1,2023-01
2023-01-05,0.37011518261750187,252.0,39.0,,,,1,2023-01
2023-01-06,0.4541853619477479,160.0,37.0,,,,1,2023-01
2023-01-07,0.3634413460890452,195.0,30.0,0.4892357615574405,,,1,2023-01
2023-01-08,0.6748582008953716,159.0,43.0,0.45947134432346814,,,1,2023-01
2023-01-09,0.5872397617005357,82.0,27.0,0.48244292738372996,,,2,2023-01
2023-01-10,0.3490561726560328,61.0,18.0,0.48799621868030724,,,2,2023-01
2023-01-11,0.5473326602327366,381.0,64.0,0.47803266944842454,,,2,2023-01
2023-01-12,0.38894634093052116,220.0,53.0,0.4807228349217129,,,2,2023-01
2023-01-13,0.6622374555204215,198.0,43.0,0.5104445625749521,,,2,2023-01
2023-01-14,0.6580516216170509,240.0,28.0,0.5525317447932386,,,2,2023-01
2023-01-15,0.9755522012710571,6.0,4.0,0.5954880305611937,,,2,2023-01
2023-01-16,0.4430191639959377,257.0,58.0,0.5748850880319655,,,3,2023-01
2023-01-17,0.6490004238346472,387.0,76.0,0.6177342667717675,,,3,2023-01
2023-01-18,0.514418056255646,178.0,26.0,0.613032180489326,,,3,2023-01
2023-01-19,0.5332252196756659,4691.0,187.0,0.6336434488814895,,,3,2023-01
2023-01-20,0.6814788148280174,252.0,45.0,0.6363922144968603,,,3,2023-01
2023-01-21,0.6697034909549421,181.0,63.0,0.6380567672594163,,,3,2023-01
2023-01-22,0.510201278902029,151.0,46.0,0.5715780640638408,,,3,2023-01
2023-01-23,0.7529078181192744,280.0,69.0,0.615847871795746,,,4,2023-01
2023-01-24,0.45270468287688337,309.0,95.0,0.5878056230874941,,,4,2023-01
2023-01-25,0.48770135556502114,1001.0,122.0,0.583988951560262,,,4,2023-01
2023-01-26,0.5400928664131814,442.0,86.0,0.5849700439513356,,,4,2023-01
2023-01-27,0.5490219397204262,245.0,38.0,0.5660476332216797,,,4,2023-01
2023-01-28,0.6827750463203034,170.0,67.0,0.5679149982738741,,,4,2023-01
2023-01-29,0.45677839502765377,331.0,79.0,0.560283157720392,,,4,2023-01
2023-01-30,0.4591021360031812,108.0,22.0,0.518310917418093,0.5550018478072875,-0.036690930389194465,5,2023-01
2023-01-31,0.5489415966496096,166.0,61.0,0.5320590479570538,0.5438595969778351,-0.011800549020781315,5,2023-01
2023-02-01,0.5066889406890789,335.0,59.0,0.5347715601176335,0.5465346056581809,-0.011763045540547412,5,2023-02
2023-02-02,0.44557843220952364,112.0,26.0,0.5212694980885396,0.5510477822791653,-0.02977828419062567,5,2023-02
2023-02-03,0.7316105321005165,251.0,50.0,0.5473535827142667,0.5548655498539854,-0.007511967139718689,5,2023-02
2023-02-04,0.33235630310290226,56.0,17.0,0.497293762254638,0.553606920536832,-0.05631315828219402,5,2023-02
2023-02-05,0.5655463264365472,67.0,24.0,0.5128320381701942,0.5573189526864586,-0.04448691451626441,5,2023-02
2023-02-06,0.4185589824060333,294.0,43.0,0.5070401590848873,0.5591562072303584,-0.052116048145471106,6,2023-02
2023-02-07,0.4803957868579351,1670.0,118.0,0.4972479005432196,0.5526741267624438,-0.05542622621922416,6,2023-02
2023-02-08,0.6627227629010543,119.0,32.0,0.5195384465735017,0.555190226802461,-0.03565178022895932,6,2023-02
2023-02-09,0.627451660416343,440.0,61.0,0.5455203363173331,0.5644700763944713,-0.018949740077138233,6,2023-02
2023-02-10,0.2224219812305202,118.0,26.0,0.4727791147644765,0.5536397204277308,-0.08086060566325431,6,2023-02
2023-02-11,0.36169378894937304,103.0,25.0,0.4769701841711152,0.5527313020283592,-0.07576111785724399,6,2023-02
2023-02-12,0.5734756874001891,73.0,20.0,0.478102950023064,0.5497725764243515,-0.07166962640128749,6,2023-02
2023-02-13,0.5205236517154334,57.0,22.0,0.4926693313529783,0.5451883107609643,-0.052518979407986,7,2023-02
2023-02-14,0.5963623912519518,470.0,71.0,0.5092359891235521,0.5325486504269941,-0.023312661303442006,7,2023-02
2023-02-15,0.5081519551103202,221.0,54.0,0.48715444515344725,0.5347197434641402,-0.04756529831069295,7,2023-02
2023-02-16,0.6831301773204431,252.0,58.0,0.4951085189968901,0.5358574019136667,-0.040748882916776585,7,2023-02
2023-02-17,0.6317492748402354,76.0,33.0,0.5535838466554208,0.539768442533153,0.013815404122267783,7,2023-02
2023-02-18,0.47938096533456354,293.0,35.0,0.5703963004247338,0.5379736340551162,0.03242266636961755,7,2023-02
2023-02-19,0.5340959694255719,97.0,24.0,0.56477062642836,0.5330608725417014,0.03170975388665853,7,2023-02
2023-02-20,0.515983427381282,134.0,31.0,0.5641220229520526,0.5279368704225793,0.0361851525294733,8,2023-02
2023-02-21,0.5430954315313803,175.0,40.0,0.5565124572776853,0.529033342176891,0.02747911510079426,8,2023-02
2023-02-22,0.5437770386093429,301.0,48.0,0.5616017549204028,0.5220623161932267,0.039539438727176024,8,2023-02
2023-02-23,0.5145603825855917,313.0,59.0,0.5375203556725668,0.5241241728501836,0.013396182822383196,8,2023-02
2023-02-24,0.4462579782795755,207.0,31.0,0.5110215990210439,0.5227427269406688,-0.011721127919624874,8,2023-02
2023-02-25,0.4584256905654911,48.0,19.0,0.5080279883397479,0.5200204877457458,-0.011992499405997892,8,2023-02
2023-02-26,0.06660321041426594,66.0,16.0,0.44124330848098997,0.5039398634355404,-0.06269655495455045,8,2023-02
2023-02-27,0.6199414291977883,300.0,44.0,0.4560944515976337,0.5018454095314566,-0.045750957933822944,9,2023-02
2023-02-28,0.6229557883882619,216.0,47.0,0.4675030740057596,0.5073846559768102,-0.03988158197105057,9,2023-02
2023-03-01,0.39641763766589166,333.0,76.0,0.446451731013838,0.5052951726989006,-0.05884344168506256,9,2023-03
2023-03-02,0.4453114856101842,249.0,55.0,0.4365590314459227,0.5018408356642531,-0.06528180421833041,9,2023-03
2023-03-03,0.6527162551116147,364.0,60.0,0.46605307099335685,0.5067084128116709,-0.04065534181831404,9,2023-03
2023-03-04,0.7004348791248393,127.0,45.0,0.5006258122161209,0.5152036277088481,-0.014577815492727186,9,2023-03
2023-03-05,0.6945010603812989,104.0,28.0,0.5903255050685541,0.5139666453182075,0.07635885975034662,9,2023-03
2023-03-06,0.4120831392578352,469.0,66.0,0.5606314636485609,0.5166242065233719,0.04400725712518894,10,2023-03
2023-03-07,0.5680833994319626,153.0,33.0,0.552792550940518,0.516708775623219,0.036083775317299005,10,2023-03
2023-03-08,0.4929806169158743,385.0,50.0,0.5665872622619441,0.5191894967735472,0.047397765488396915,10,2023-03
2023-03-09,0.6280884321093699,212.0,30.0,0.5926982546189706,0.5241125849485949,0.06858566967037572,10,2023-03
2023-03-10,0.431678976632198,414.0,50.0,0.5611215005504826,0.5164111254062997,0.04471037514418286,10,2023-03
2023-03-11,0.38541944645584336,37.0,17.0,0.5161192958834832,0.5083433849409498,0.007775910942533382,10,2023-03
2023-03-12,0.4480582628764358,255.0,26.0,0.48091318195421706,0.515864594329147,-0.034951412374929935,10,2023-03
2023-03-13,0.5209257423430984,246.0,45.0,0.4964621252521118,0.5211723261089378,-0.024710200856826015,11,2023-03
2023-03-14,0.4387496892823567,189.0,29.0,0.4779858809450252,0.5166814595050101,-0.0386955785599849,11,2023-03
2023-03-15,0.47477393612713376,482.0,63.0,0.4753849265466337,0.5151564689854001,-0.039771542438766405,11,2023-03
2023-03-16,0.5442385394934617,216.0,41.0,0.46340637045864685,0.5134190072601171,-0.05001263680147028,11,2023-03
2023-03-17,0.5029008932653125,162.0,33.0,0.47358092997766316,0.5132439718652836,-0.03966304188762043,11,2023-03
2023-03-18,0.2552247349160245,74.0,23.0,0.4549816854719748,0.49898045711846956,-0.04399877164649474,11,2023-03
2023-03-19,0.44855247871785225,79.0,18.0,0.45505228773503426,0.4928738972477234,-0.03782160951268915,11,2023-03
2023-03-20,0.37583333979244854,229.0,43.0,0.43432480165637,0.4894223097296529,-0.0550975080732829,12,2023-03
2023-03-21,0.4433734466748966,339.0,42.0,0.43498533842673287,0.48639822563796375,-0.051412887211230884,12,2023-03
2023-03-22,0.5267902088627143,294.0,48.0,0.4424162345318158,0.48675845168734483,-0.04434221715552905,12,2023-03
2023-03-23,0.5269721856940601,472.0,50.0,0.43994961256047266,0.48622101015943414,-0.04627139759896148,12,2023-03
2023-03-24,0.6260753127481834,567.0,47.0,0.4575459582008828,0.48896428596406216,-0.03141832776317938,12,2023-03
2023-03-25,0.4872141090560971,175.0,31.0,0.49068729736375033,0.48805274351307903,0.002634553850671295,12,2023-03
2023-03-26,0.5358670927608051,156.0,25.0,0.5031608136556007,0.49103971399578666,0.01212109965981406,12,2023-03
2023-03-27,0.5437235689345924,269.0,44.0,0.5271451321044784,0.49388297660809005,0.03326215549638839,13,2023-03
2023-03-28,0.4798757148520002,424.0,51.0,0.5323597418440646,0.5076587267560145,0.024701015088050116,13,2023-03
2023-03-29,0.49465746409610384,332.0,49.0,0.5277693497345489,0.5034825945859585,0.024286755148590466,13,2023-03
