date,weighted_sentiment,total_mentions,num_tickers,sentiment_ma7,sentiment_ma30,momentum,week,month
2021-01-01,0.7500180421453534,33.0,17.0,,,,53,2021-01
2021-01-02,0.26889195972505736,51.0,16.0,,,,53,2021-01
2021-01-03,0.23701002011587333,455.0,98.0,,,,53,2021-01
2021-01-04,0.6274283787484948,127.0,32.0,,,,1,2021-01
2021-01-05,0.3474741689860821,135.0,36.0,,,,1,2021-01
2021-01-06,0.17432643231304903,31.0,20.0,,,,1,2021-01
2021-01-07,0.4147616868799591,143.0,38.0,0.40284438413055274,,,1,2021-01
2021-01-08,0.7873773569963983,134.0,37.0,0.40818142910927346,,,1,2021-01
2021-01-09,0.8790821062551962,74.0,31.0,0.4953514500421504,,,1,2021-01
2021-01-10,0.49906726670594304,163.0,36.0,0.5327881995550175,,,1,2021-01
2021-01-11,0.6125180791132152,218.0,62.0,0.5306581567499775,,,2,2021-01
2021-01-12,0.31251966759715394,268.0,72.0,0.5256646565515593,,,2,2021-01
2021-01-13,0.5273812719127531,304.0,92.0,0.5761010622086599,,,2,2021-01
2021-01-14,0.1818942802370971,249.0,83.0,0.5428342898311082,,,2,2021-01
2021-01-15,0.7435043907266051,126.0,40.0,0.5365667232211376,,,2,2021-01
2021-01-16,0.5069079342213544,110.0,53.0,0.48339898435916023,,,2,2021-01
2021-01-17,0.5179336930318305,689.0,104.0,0.4860941881200013,,,2,2021-01
2021-01-18,0.3492219183447488,89.0,23.0,0.44848045086736327,,,3,2021-01
2021-01-19,0.30311700557150056,67.0,24.0,0.4471372134351271,,,3,2021-01
2021-01-20,0.310191899848481,96.0,23.0,0.41611016028308817,,,3,2021-01
2021-01-21,0.4269236340231839,210.0,31.0,0.4511143536811006,,,3,2021-01
2021-01-22,0.28648169226057474,105.0,63.0,0.38582539675738203,,,3,2021-01
2021-01-23,0.5831458415923407,128.0,43.0,0.3967165263818086,,,3,2021-01
2021-01-24,0.12744457116683147,560.0,114.0,0.3409323661153802,,,3,2021-01
2021-01-25,0.43271051578646164,291.0,55.0,0.3528593086070534,,,4,2021-01
2021-01-26,0.4300674072787511,151.0,30.0,0.3709950802795178,,,4,2021-01
2021-01-27,0.367134124440909,114.0,32.0,0.3791296837927218,,,4,2021-01
2021-01-28,0.23283901420961084,76.0,22.0,0.3514033095336399,,,4,2021-01
2021-01-29,0.3656871592938993,241.0,54.0,0.36271837625268627,,,4,2021-01
2021-01-30,0.6842453222879221,355.0,105.0,0.3771611592091979,0.4429102280605544,-0.0657490688513565,4,2021-01
2021-01-31,0.5755459716529003,256.0,47.0,0.44117564499292206,0.4370944923774726,0.004081152615449446,4,2021-01
2021-02-01,0.3670862590063464,148.0,31.0,0.43180075116719124,0.4403676356868489,-0.008566884519657647,5,2021-02
2021-02-02,0.4501642016653806,116.0,41.0,0.4346717217938526,0.4474727750718325,-0.012801053277979868,5,2021-02
2021-02-03,0.41551908912758034,162.0,40.0,0.44158385960623425,0.44040913208446864,0.0011747275217656172,5,2021-02
2021-02-04,0.5106999053701977,340.0,67.0,0.4812782726291753,0.4458499899639392,0.035428282665236066,5,2021-02
2021-02-05,0.3482081032681222,245.0,35.0,0.4787812646254928,0.45164604566244165,0.027135218963051155,5,2021-02
2021-02-06,0.571217903369808,219.0,42.0,0.4626344904943337,0.45686125287877,0.005773237615563698,5,2021-02
2021-02-07,0.44049557784900945,170.0,37.0,0.44334157709377786,0.44529852690719024,-0.0019569498134123786,5,2021-02
2021-02-08,0.2485469538684285,109.0,29.0,0.42640739064550387,0.42428068849429806,0.002126702151205806,6,2021-02
2021-02-09,0.6012880145735926,398.0,86.0,0.4479965067752484,0.42768804675655303,0.02030846001869535,6,2021-02
2021-02-10,0.6772796821314842,134.0,39.0,0.4853908772043776,0.429846766857162,0.055544110347215625,6,2021-02
2021-02-11,0.5639344167731027,232.0,51.0,0.4929958074047925,0.4382272584963603,0.05476854890843219,6,2021-02
2021-02-12,0.4136135633982843,179.0,37.0,0.5023394445662442,0.43443500154587794,0.0679044430203663,6,2021-02
2021-02-13,0.589724307939891,124.0,31.0,0.5049832166476846,0.44802933580263776,0.05695388084504688,6,2021-02
2021-02-14,0.268579537506232,167.0,35.0,0.48042378231300215,0.43219850736195864,0.048225274951043506,6,2021-02
2021-02-15,0.4151149608194828,255.0,37.0,0.5042192118774385,0.4291387415818963,0.07508047029554216,7,2021-02
2021-02-16,0.6403572347170844,323.0,62.0,0.5098005290407945,0.43321952630473803,0.0765810027360565,7,2021-02
2021-02-17,0.4650851544488519,263.0,55.0,0.4794870250861328,0.43708163417487483,0.042405390911257945,7,2021-02
2021-02-18,0.5896496778354049,180.0,36.0,0.48316063380931873,0.4466327232503383,0.036527910558980414,7,2021-02
2021-02-19,0.43844748647970844,320.0,61.0,0.48670833710666506,0.4509079094713792,0.03580042763528585,7,2021-02
2021-02-20,0.2621819064912633,117.0,23.0,0.4399165654711468,0.4454165185536486,-0.005499953082501785,7,2021-02
2021-02-21,0.6761867781014492,120.0,27.0,0.4981461712704635,0.4584066880816777,0.039739483188785785,7,2021-02
2021-02-22,0.4797417203854047,603.0,68.0,0.5073785654941667,0.4549598840414465,0.05241868145272022,8,2021-02
2021-02-23,0.46007002049009316,96.0,36.0,0.4816232491760251,0.4660473990188886,0.015575850157136528,8,2021-02
