date,sentiment,post_count
2024-01-01,0.6887346,170
2024-01-02,0.51524955,182
2024-01-03,0.50816303,171
2024-01-04,0.584722,133
2024-01-05,0.37182656,142
2024-01-06,0.5609589,140
2024-01-07,0.5292376,105
2024-01-08,0.5362174,143
2024-01-09,0.66794497,204
2024-01-10,0.4714051,148
2024-01-11,0.6863915,202
2024-01-12,0.5522156,226
2024-01-13,0.44522628,110
2024-01-14,0.45887625,95
2024-01-15,0.6839511,149
2024-01-16,0.45179233,217
2024-01-17,0.4909423,176
2024-01-18,0.6190085,161
2024-01-19,0.5207397,141
2024-01-20,0.52500325,118
2024-01-21,0.43001983,116
2024-01-22,0.57915586,228
2024-01-23,0.5000512,193
2024-01-24,0.47787756,220
2024-01-25,0.43818447,214
2024-01-26,0.66068065,172
2024-01-27,0.48747662,140
2024-01-28,0.48811963,99
2024-01-29,0.3733017,203
2024-01-30,0.46815512,175
2024-01-31,0.51830775,209
2024-02-01,0.6407503,150
2024-02-02,0.612559,199
2024-02-03,0.47599858,95
2024-02-04,0.62661296,185
2024-02-05,0.5327954,175
2024-02-06,0.40173286,159
2024-02-07,0.55029356,273
2024-02-08,0.5565739,180
2024-02-09,0.43476778,229
2024-02-10,0.5823677,195
2024-02-11,0.36326474,187
2024-02-12,0.60423774,245
2024-02-13,0.5626479,176
2024-02-14,0.45844543,125
2024-02-15,0.4780014,291
2024-02-16,0.50674576,230
2024-02-17,0.489978,128
2024-02-18,0.37924582,110
2024-02-19,0.37899503,193
2024-02-20,0.48898327,210
2024-02-21,0.44904855,234
2024-02-22,0.45597512,256
2024-02-23,0.34746632,230
2024-02-24,0.43026322,142
2024-02-25,0.48673683,140
2024-02-26,0.55682987,283
2024-02-27,0.3756736,252
2024-02-28,0.6197769,214
2024-02-29,0.41757953,147
2024-03-01,0.64521176,308
2024-03-02,0.41759568,169
2024-03-03,0.6590006,242
2024-03-04,0.53989655,222
2024-03-05,0.6132451,256
2024-03-06,0.52868605,218
2024-03-07,0.6126817,262
2024-03-08,0.51430196,226
2024-03-09,0.4894501,133
2024-03-10,0.6482169,172
2024-03-11,0.5292613,156
2024-03-12,0.39557904,202
2024-03-13,0.5688683,194
2024-03-14,0.55900353,284
2024-03-15,0.43815333,206
2024-03-16,0.47505358,104
2024-03-17,0.62488335,168
2024-03-18,0.6334999,249
2024-03-19,0.40468675,271
2024-03-20,0.56651145,205
2024-03-21,0.4524661,332
2024-03-22,0.52216065,204
2024-03-23,0.5943112,110
2024-03-24,0.55097246,119
2024-03-25,0.5107213,189
2024-03-26,0.58795035,242
2024-03-27,0.5381925,283
2024-03-28,0.5798336,263
2024-03-29,0.53679836,148
2024-03-30,0.52090245,141
2024-03-31,0.6734383,145
2024-04-01,0.5381667,211
2024-04-02,0.516311,227
2024-04-03,0.28879932,265
2024-04-04,0.59421897,246
2024-04-05,0.5124137,272
2024-04-06,0.5659924,129
2024-04-07,0.40010858,71
2024-04-08,0.4614524,184
2024-04-09,0.54275745,256
2024-04-10,0.42613733,253
2024-04-11,0.6261708,218
2024-04-12,0.4478038,206
2024-04-13,0.35014278,91
2024-04-14,0.5495493,119
2024-04-15,0.5889208,179
2024-04-16,0.5934587,221
2024-04-17,0.4389412,246
2024-04-18,0.5622263,228
2024-04-19,0.49600515,142
2024-04-20,0.6745946,71
2024-04-21,0.5935865,102
2024-04-22,0.47418204,186
2024-04-23,0.47890282,200
2024-04-24,0.48133543,227
2024-04-25,0.5565919,223
2024-04-26,0.3900566,194
2024-04-27,0.42374778,122
2024-04-28,0.43368506,131
2024-04-29,0.47246945,144
2024-04-30,0.49211636,263
2024-05-01,0.47639126,263
2024-05-02,0.5114959,252
2024-05-03,0.42232183,187
2024-05-04,0.38572666,137
2024-05-05,0.5566853,150
2024-05-06,0.60930085,206
2024-05-07,0.6165754,132
2024-05-08,0.39142686,238
2024-05-09,0.4932352,201
2024-05-10,0.721972,276
2024-05-11,0.39067745,121
2024-05-12,0.40466,91
2024-05-13,0.6068236,298
2024-05-14,0.5233887,240
2024-05-15,0.5386748,247
2024-05-16,0.5556376,168
2024-05-17,0.582572,243
2024-05-18,0.45897081,148
2024-05-19,0.36746505,152
2024-05-20,0.4187437,288
2024-05-21,0.59607404,260
2024-05-22,0.5868856,238
2024-05-23,0.45030618,253
2024-05-24,0.49436218,258
2024-05-25,0.73889476,168
2024-05-26,0.6125956,108
2024-05-27,0.33506373,171
2024-05-28,0.5544965,292
2024-05-29,0.5389232,248
2024-05-30,0.4397487,248
2024-05-31,0.627143,218
2024-06-01,0.55398864,129
2024-06-02,0.42585227,140
2024-06-03,0.4514421,320
2024-06-04,0.3954811,308
2024-06-05,0.4145547,276
2024-06-06,0.5186687,299
2024-06-07,0.5009257,380
2024-06-08,0.43705627,299
2024-06-09,0.5039776,178
2024-06-10,0.38654548,309
2024-06-11,0.49102417,403
2024-06-12,0.46082735,396
2024-06-13,0.56111085,270
2024-06-14,0.59563684,330
2024-06-15,0.5267797,170
2024-06-16,0.5551543,183
2024-06-17,0.41045773,225
2024-06-18,0.53927016,309
2024-06-19,0.5712418,217
2024-06-20,0.5182845,304
2024-06-21,0.35743254,337
2024-06-22,0.5525801,212
2024-06-23,0.5440765,114
2024-06-24,0.58955216,182
2024-06-25,0.5826773,268
2024-06-26,0.5475208,274
2024-06-27,0.6149297,336
2024-06-28,0.6118991,277
2024-06-29,0.3570519,157
2024-06-30,0.6181976,177
2024-07-01,0.53353333,186
2024-07-02,0.5128374,210
2024-07-03,0.50297254,176
2024-07-04,0.4637312,178
2024-07-05,0.61684346,153
2024-07-06,0.29355344,133
2024-07-07,0.39631608,185
2024-07-08,0.47913668,221
2024-07-09,0.45512202,260
2024-07-10,0.6170445,234
2024-07-11,0.5317075,291
2024-07-12,0.58963937,280
2024-07-13,0.45503905,116
2024-07-14,0.53085047,175
