date,weighted_sentiment,total_mentions,num_tickers,sentiment_ma7,sentiment_ma30,momentum,week,month
2020-01-01,0.33833352835090075,27.0,15.0,,,,1,2020-01
2020-01-02,0.9784766504397759,26.0,14.0,,,,1,2020-01
2020-01-04,0.6005435194820166,192.0,45.0,,,,1,2020-01
2020-01-05,0.5938682556152344,16.0,12.0,,,,1,2020-01
2020-01-06,0.5224402208219875,22.0,9.0,,,,2,2020-01
2020-01-07,0.11683024031420548,12.0,10.0,,,,2,2020-01
2020-01-08,0.5048353142943524,1284.0,132.0,0.5221896756169248,,,2,2020-01
2020-01-09,0.48157338153671575,148.0,31.0,0.5426525117863269,,,2,2020-01
2020-01-10,0.030071839690208435,7.0,7.0,0.4071661102506744,,,2,2020-01
2020-01-11,0.015618540346622467,3.0,3.0,0.3236053989456181,,,2,2020-01
2020-01-13,0.35235901039970274,51.0,33.0,0.2891040782005421,,,3,2020-01
2020-01-14,0.6645555236574375,198.0,42.0,0.30940626431989215,,,3,2020-01
2020-01-15,0.897015095881696,53.0,26.0,0.4208612436866765,,,3,2020-01
2020-01-16,0.29683090123133016,26.0,21.0,0.39114632753481615,,,3,2020-01
2020-01-17,0.3820616907905787,24.0,13.0,0.3769303717139394,,,3,2020-01
2020-01-18,0.032911747137808964,144.0,46.0,0.3773360727778824,,,3,2020-01
2020-01-20,0.5907224575339844,33.0,20.0,0.4594937752332198,,,4,2020-01
2020-01-21,0.0672854408621788,13.0,12.0,0.4187689795850021,,,4,2020-01
2020-01-22,0.83987776580311,42.0,26.0,0.443815014177241,,,4,2020-01
2020-01-23,0.6530437125780043,42.0,22.0,0.40896195941957075,,,4,2020-01
2020-01-24,0.6710810495406082,194.0,30.0,0.4624262663208962,,,4,2020-01
2020-01-25,0.5856130431264134,118.0,53.0,0.4915050309403011,,,4,2020-01
2020-01-27,0.678638528024449,170.0,80.0,0.5837517139241069,,,5,2020-01
2020-01-28,0.6026201463478097,177.0,53.0,0.5854513837546532,,,5,2020-01
2020-01-29,0.09795786806249193,112.0,36.0,0.5898331590689837,,,5,2020-01
2020-01-30,0.20244061078162903,235.0,44.0,0.4987707083516294,,,5,2020-01
2020-01-31,0.5443267183990715,146.0,59.0,0.4832397091832104,,,5,2020-01
2020-02-01,0.6123298364725426,137.0,43.0,0.4748466787449153,,,5,2020-02
2020-02-02,0.9728566408157349,5.0,5.0,0.5301671927005327,,,5,2020-02
2020-02-03,0.42757481863485514,181.0,57.0,0.4943009485020192,0.47848980323244855,0.01581114526957067,6,2020-02
2020-02-04,0.17766110877144253,144.0,41.0,0.4335925145625382,0.4731340559131333,-0.039541541350595066,6,2020-02
2020-02-05,0.9495320686927209,91.0,35.0,0.5552459717954281,0.4721692365215648,0.08307673527386333,6,2020-02
2020-02-06,0.5668459148225138,177.0,36.0,0.6073038723726975,0.47104598303291473,0.13625788933978272,6,2020-02
2020-02-07,0.6363372072916139,22.0,16.0,0.6204482279287749,0.47246161475546067,0.14798661317331419,6,2020-02
2020-02-08,0.4466314965904486,82.0,34.0,0.5967770365170472,0.46993465728107603,0.12684237923597114,6,2020-02
2020-02-09,0.7385732336920134,49.0,15.0,0.5633079783565155,0.490659423727003,0.07264855462951247,6,2020-02
2020-02-10,0.060323622077703476,38.0,33.0,0.5108435217054937,0.4758423673197813,0.03500115438571244,7,2020-02
2020-02-11,0.39408551767405314,59.0,33.0,0.5417612944058667,0.47292610519102596,0.06883518921484078,7,2020-02
2020-02-12,0.31521735420184477,98.0,35.0,0.4511449066214559,0.4824309556747472,-0.0312860490532913,7,2020-02
2020-02-13,0.6800786969305455,87.0,29.0,0.46732101835117473,0.5045796275608779,-0.0372586092097032,7,2020-02
2020-02-14,0.5972733965941838,42.0,16.0,0.46174047396582757,0.5127434404340272,-0.05100296646819963,7,2020-02
2020-02-15,0.6922577731694056,146.0,35.0,0.49682994204853564,0.5136668487510928,-0.016836906702557164,7,2020-02
2020-02-16,0.016464684158563614,10.0,5.0,0.3936715778294714,0.4843151683603218,-0.09064359053085042,7,2020-02
2020-02-17,0.8558920451572963,7.0,6.0,0.5073242096979846,0.5029505398245206,0.004373669873463992,8,2020-02
2020-02-18,0.4531027300151885,411.0,67.0,0.5157552400324327,0.5053185744653409,0.010436665567091774,8,2020-02
2020-02-19,0.49535793166321057,91.0,38.0,0.5414896082411992,0.5207334472828544,0.02075616095834476,8,2020-02
2020-02-20,0.7504784085175341,111.0,49.0,0.5515467098964832,0.5260586456489728,0.02548806424751049,8,2020-02
2020-02-21,0.06456269186225023,111.0,37.0,0.47544518064906416,0.525967887348975,-0.05052270669991088,8,2020-02
2020-02-22,0.5921600230796609,167.0,34.0,0.4611455020648149,0.5177106292581934,-0.05656512719337853,8,2020-02
2020-02-23,0.5109886527061462,24.0,12.0,0.5317917832858982,0.5129754605957982,0.018816322690099918,8,2020-02
2020-02-24,0.4940521322694936,266.0,59.0,0.4801003671590692,0.507074496686761,-0.026974129527691793,9,2020-02
2020-02-25,0.31316045590210706,16.0,10.0,0.46010861371434325,0.49799274377928415,-0.0378841300649409,9,2020-02
2020-02-26,0.883930355872748,53.0,19.0,0.5156189600299915,0.5048358047075608,0.010783155322430682,9,2020-02
2020-02-27,0.8701333502928416,12.0,10.0,0.5327125231407497,0.5137529115057285,0.018959611635021134,9,2020-02
2020-02-28,0.62521988873116,22.0,14.0,0.6128064084077368,0.5313283121946841,0.08147809621305269,9,2020-02
2020-02-29,0.36125063572506433,488.0,48.0,0.5798193530713658,0.5366219796927986,0.043197373378567216,9,2020-02
2020-03-02,0.7038950407687499,49.0,17.0,0.6073774085088807,0.5419409237717879,0.06543648473709274,10,2020-03
2020-03-03,0.21182413399219513,4.0,4.0,0.5670591230406952,0.5285907336891097,0.038468389351585475,10,2020-03
2020-03-04,0.33218827997536765,23.0,11.0,0.5697773836225896,0.5072351216610974,0.06254226196149215,10,2020-03
2020-03-05,0.5491572000763633,55.0,14.0,0.5219526470802488,0.5112878677091477,0.010664779371101107,10,2020-03
2020-03-06,0.4483405864238739,25.0,13.0,0.4616965379561106,0.5203105169642287,-0.0586139790081181,10,2020-03
2020-03-07,0.6648742153501028,68.0,27.0,0.46736144175881666,0.5108219218528082,-0.043460480093991505,10,2020-03
